numidx,peaks_0,peaks_1,peaks_2,peaks_3,peaks_4,tapes_0,tapes_1,tapes_2,tapes_3,tapes_4,coef0_0,coef0_1,coef0_2,coef0_3,coef0_4,coef1_0,coef1_1,coef1_2,coef1_3,coef1_4
388,598,1289,2064,2923,3763,888,975,976,1171,1372,216.392,200.921,188.59,182.211,187.862,-0.0175925,0.00297039,0.00132865,0.0114472,0.0125656
389,595,1289,2067,2925,3761,888,974,977,1170,1372,218.736,211.307,186.451,180.545,188.584,-0.0166333,-0.00724666,0.000606131,0.0110409,0.013456
390,597,1296,2064,2918,3762,888,976,976,1183,1372,217.058,192.779,188.631,184.904,188.459,-0.0175332,0.00413898,0.00143503,0.0144161,0.0122933
391,594,1291,2067,2918,3761,888,974,975,1171,1372,219.201,208.278,186.84,185.083,188.842,-0.0167116,-0.00599381,0.000527378,0.0146065,0.0132115
392,595,1287,2067,2917,3769,888,975,975,1216,1372,215.212,202.946,185.624,185.998,185.146,-0.0168549,0.000719932,0.000908691,0.0147039,0.0106975
393,595,1295,2067,2918,3758,888,976,976,1170,1374,216.413,201.234,185.996,184.744,191.049,-0.0166853,-0.00400872,0.000858995,0.0146988,0.0137971
394,599,1298,2068,2919,3763,889,976,975,1170,1372,215.201,189.999,186.134,183.963,187.59,-0.0166521,0.00603942,0.000351659,0.014336,0.0121913
395,595,1298,2065,2917,3757,889,976,978,1206,1373,220.019,199.672,189.142,185.642,189.473,-0.0151211,-0.00262601,0.000847001,0.0142477,0.0138362
396,595,1282,2061,2916,3758,889,976,981,1199,1372,218.145,205.796,191.008,186.416,190.331,-0.0156134,0.00608434,0.00207797,0.0150277,0.0132875
397,589,1296,2067,2914,3763,888,974,976,1244,1372,223.83,201.851,187.043,187.973,187.9,-0.01541,-0.00388719,0.00064127,0.0147486,0.0115763
398,598,1300,2065,2925,3761,889,977,978,1170,1372,217.747,198.727,189.021,180.042,187.4,-0.0153726,-0.00318672,0.000949581,0.0106057,0.0125502
399,596,1297,2065,2921,3761,889,974,976,1169,1372,218.375,192.199,188.441,182.882,188.296,-0.0161466,0.00552578,0.000953459,0.0131888,0.0128502
400,596,1293,2066,2926,3759,888,977,976,1170,1373,217.447,195.439,187.449,179.623,189.745,-0.0167073,0.00496602,0.000779425,0.0112927,0.0135048
401,596,1291,2064,2916,3761,889,975,976,1172,1372,218.202,201.913,188.698,186.218,187.817,-0.0160741,0.00205006,0.00152075,0.0149801,0.012964
402,599,1291,2066,2926,3763,889,975,977,1168,1372,216.743,199.605,187.784,179.163,187.344,-0.0171807,0.00371273,0.0010001,0.0114896,0.0116353
403,595,1291,2068,2915,3763,889,975,978,1174,1371,220.041,193.883,186.412,186.928,186.32,-0.0159313,0.010023,0.000508761,0.0148151,0.0126936
404,579,1300,2068,2918,3755,889,977,976,1171,1374,232.668,194.555,186.796,184.684,190.26,-0.00956701,0.00224453,0.00123603,0.0141654,0.0139541
405,593,1296,2067,2918,3771,888,975,976,1169,1372,218.999,201.156,186.226,184.991,182.689,-0.01621,-0.00401211,0.000647224,0.0144589,0.00983647
406,595,1289,2067,2921,3761,888,972,974,1170,1373,217.076,190.977,186.446,182.843,188.96,-0.0167653,0.0123961,0.00094578,0.0136825,0.0136016
407,597,1304,2067,2916,3759,889,976,975,1169,1372,218.434,197.617,187.507,186.235,188.94,-0.0159005,-0.00580677,0.000753399,0.0150321,0.0135214
408,598,1291,2066,2918,3769,888,975,976,1171,1372,218.274,206.848,188.098,184.723,183.227,-0.0163745,-0.00258288,0.000938817,0.0142066,0.00930616
409,592,1301,2064,2926,3763,887,975,975,1169,1371,220.195,198.177,188.458,179.192,188.196,-0.0159258,-0.00579993,0.00157411,0.0121625,0.0124083
410,594,1281,2065,2926,3765,888,973,975,1169,1371,218.613,202.733,187.892,178.604,187.206,-0.0165865,0.00927714,0.00109363,0.0129422,0.0109856
411,593,1296,2064,2921,3763,887,976,975,1170,1372,218.897,199.023,188.352,183.118,187.456,-0.0162322,-0.00224911,0.00160621,0.0133446,0.0130094
412,584,1296,2067,2916,3764,886,974,975,1193,1371,226.432,196.633,186.221,186.757,187.399,-0.0147599,0.000449252,0.000934592,0.0146671,0.011847
413,597,1295,2071,2918,3763,888,975,974,1170,1372,215.721,202.623,183.571,184.85,188.261,-0.0168585,-0.00527112,-4.96604e-06,0.0144902,0.0122407
414,594,1296,2066,2918,3764,888,974,975,1169,1372,218.69,198.247,187.281,185.114,187.586,-0.0166864,-0.0010641,0.000500751,0.0144308,0.0119513
415,598,1296,2066,2918,3763,888,976,975,1170,1371,215.614,197.605,187.068,185.266,188.153,-0.0171396,-0.000397796,0.00108794,0.0144384,0.0131382
416,603,1301,2068,2921,3753,889,976,975,1169,1373,217.08,200.344,187.351,182.63,192.138,-0.0170946,-0.00367559,0.000944375,0.0125811,0.0136356
417,577,1296,2067,2919,3773,887,973,976,1170,1371,231.177,199.926,186.583,184.376,180.829,-0.0120684,-0.00323988,0.000964896,0.0139509,0.00915932
418,590,1297,2066,2926,3764,887,975,976,1169,1371,222.247,200.521,187.398,179.377,187.361,-0.015847,-0.00381579,0.000832826,0.0117465,0.011818
419,599,1299,2066,2917,3763,889,974,976,1171,1372,217.829,200.986,188.062,185.598,186.961,-0.0168279,-0.00446285,0.000885596,0.0143251,0.0114219
420,598,1297,2066,2927,3762,888,975,976,1169,1373,215.781,200.282,187.259,178.797,188.687,-0.017471,-0.00365967,0.000663186,0.0114688,0.0126016
421,597,1284,2065,2916,3763,889,974,977,1174,1372,219.143,211.277,189.062,186.799,186.852,-0.0159385,0.00137667,0.00139718,0.0145822,0.0120251
422,598,1284,2065,2923,3760,889,977,977,1171,1373,218.161,211.957,188.89,181.074,188.187,-0.0161759,-0.000408485,0.00119952,0.0127273,0.0130876
423,597,1295,2067,2925,3765,888,976,975,1169,1371,216.85,199.263,186.167,179.865,186.83,-0.0175106,-0.000854522,0.000911195,0.0123335,0.0114145
424,591,1285,2065,2915,3761,888,976,978,1201,1372,224.103,210.181,189.15,187.667,187.639,-0.0146409,0.000559336,0.00110352,0.0145211,0.0129937
425,596,1299,2067,2925,3764,888,975,975,1169,1372,217.348,199.985,186.447,180.939,187.082,-0.0167732,-0.00515384,0.000793813,0.011597,0.0123511
426,592,1291,2070,2920,3760,888,975,975,1171,1373,218.409,204.091,183.883,184.205,189.816,-0.0171011,-0.00381992,-0.000355136,0.0137475,0.0137613
427,597,1295,2063,2915,3766,888,976,977,1208,1371,216.611,202.211,189.603,187.49,186.754,-0.0174922,-0.00400193,0.00105397,0.0144312,0.0106256
428,594,1283,2069,2918,3763,888,975,976,1169,1372,218.582,206.076,184.952,184.255,187.531,-0.0164065,0.00362099,0.000592994,0.0152831,0.0129517
429,598,1281,2067,2925,3761,887,973,975,1168,1372,216.364,211.611,186.597,180.166,188.693,-0.0177858,0.0011269,0.00106871,0.0120298,0.013639
430,587,1297,2066,2917,3763,887,974,975,1172,1371,224.323,200.089,187.219,185.3,187.382,-0.0151858,-0.00392781,0.000742405,0.0149695,0.013265
431,591,1281,2065,2921,3774,888,975,975,1171,1371,221.175,205.814,188.012,183.487,181.565,-0.0158297,0.00629063,0.000994549,0.0132168,0.00785445
432,598,1289,2068,2929,3766,888,975,976,1170,1372,216.46,193.829,185.763,176.834,186.555,-0.0180401,0.0103263,0.000906183,0.0109276,0.0110369
433,598,1281,2066,2926,3763,888,975,976,1169,1373,216.098,208.831,187.392,179.034,187.958,-0.0177699,0.00300551,0.000650268,0.0120269,0.0124197
434,573,1291,2065,2913,3763,888,975,976,1188,1373,233.408,197.631,188.343,189.147,187.947,-0.0100607,0.00428977,0.000543883,0.0149184,0.012958
435,595,1297,2067,2918,3760,888,976,975,1179,1373,218.471,200.229,186.56,184.971,189.457,-0.0168216,-0.0042272,0.00068118,0.0144686,0.0136705
436,596,1282,2067,2915,3761,888,976,976,1209,1373,217.939,209.338,186.744,187.792,188.466,-0.0173384,0.00209852,0.000216063,0.0140925,0.0136096
437,593,1296,2066,2915,3766,887,975,975,1238,1372,219.438,194.339,186.759,187.662,186.696,-0.0162901,0.00276453,0.00129707,0.0142951,0.0108085
438,591,1300,2067,2927,3764,888,975,976,1169,1371,224.516,199.71,187.405,178.607,186.465,-0.0154838,-0.00394758,0.000895759,0.0111286,0.0111694
439,599,1300,2068,2917,3761,889,976,976,1174,1371,218.349,198.518,187.116,185.625,188.421,-0.0171008,-0.00234492,0.000409633,0.0146681,0.0122792
440,582,1289,2067,2921,3761,886,975,977,1170,1371,227.983,193.522,186.23,182.781,189.043,-0.0139337,0.0100762,0.000408217,0.0130452,0.0131052
441,581,1294,2065,2925,3761,887,974,976,1169,1372,228.71,196.894,187.522,180.498,188.742,-0.0137395,0.00193747,0.00145092,0.0118574,0.0138182
442,592,1289,2065,2926,3761,888,974,976,1169,1373,220.596,204.785,187.822,178.802,188.823,-0.0164125,-0.00122925,0.0012723,0.0118158,0.0133268
443,590,1285,2069,2923,3762,889,977,977,1171,1372,226.683,208.497,186.77,180.705,186.364,-0.013769,0.00406786,0.000271968,0.0131122,0.0116692
444,594,1295,2066,2916,3759,889,976,977,1173,1373,221.546,182.511,187.844,186.283,188.513,-0.0154939,0.01737,0.000893713,0.0144527,0.0134231
445,583,1289,2065,2916,3766,887,975,976,1200,1372,227.283,204.015,187.798,186.713,185.624,-0.0141537,-0.00031813,0.00119269,0.0148973,0.0123327
446,596,1302,2069,2917,3771,888,975,977,1171,1371,217.555,196.731,185.202,185.613,183.171,-0.0174889,-0.00520191,0.000692091,0.0151939,0.0089756
447,587,1300,2068,2917,3772,888,976,975,1170,1372,226.792,199.408,186.729,184.909,180.848,-0.0140828,-0.00370517,0.000494083,0.0151023,0.00845386
448,599,1301,2069,2925,3761,889,977,977,1170,1372,219.95,201.129,186.36,177.777,187.274,-0.0161535,-0.00496804,0.000716031,0.0136186,0.0114405
449,579,1296,2067,2916,3766,888,976,976,1174,1372,230.26,197.187,186.663,186.338,186.112,-0.0128165,-0.000139484,0.000504187,0.0147068,0.0107558
450,593,1296,2068,2918,3763,888,977,976,1170,1372,220.045,201.161,185.758,184.751,188.124,-0.0166237,-0.00412511,0.000238733,0.0147852,0.0124022
451,601,1298,2065,2923,3761,889,975,977,1169,1373,216.438,204.201,188.662,179.909,188.428,-0.0172341,-0.00660101,0.00119507,0.0136638,0.0124142
452,600,1296,2066,2923,3764,889,974,976,1169,1373,214.924,200.027,187.409,180.791,187.45,-0.0185935,-0.0030351,0.000787174,0.0127119,0.0118038
453,597,1302,2068,2921,3763,888,976,976,1169,1372,217.045,196.358,185.391,181.859,188.039,-0.0175421,-0.00502339,0.000629435,0.0136763,0.0122271
454,591,1297,2066,2925,3764,888,976,976,1169,1372,221.484,199.852,187.453,177.659,187.854,-0.0160719,-0.00310421,0.000958175,0.014288,0.0114343
455,594,1297,2065,2927,3761,889,976,977,1169,1372,218.741,198.152,188.555,177.755,188.941,-0.0162903,-0.00185813,0.000671897,0.012669,0.0132487
456,598,1296,2063,2921,3763,888,975,976,1171,1371,216.598,200.486,189.418,181.968,188.604,-0.0181609,-0.00349724,0.00143712,0.0143368,0.0120051
457,595,1296,2066,2926,3765,888,976,975,1169,1372,218.523,199.258,187.206,177.811,186.734,-0.0171213,-0.0022602,0.000787377,0.0133061,0.0116938
458,596,1293,2065,2917,3761,888,972,977,1170,1372,217.689,181.648,187.922,185.215,188.783,-0.017269,0.0180422,0.000991041,0.0150328,0.0131803
459,594,1289,2064,2915,3766,888,976,975,1239,1372,218.815,196.429,188.964,187.106,186.702,-0.0164547,0.00742712,0.000982122,0.0148383,0.0107261
460,582,1297,2063,2926,3769,886,976,976,1170,1372,228.241,200.449,189.27,178.13,184.617,-0.0139691,-0.00449335,0.00153001,0.0132884,0.00931341
461,592,1287,2065,2921,3767,887,975,976,1169,1371,218.507,200.0,187.396,182.0,186.92,-0.0170883,0.00404418,0.000960586,0.0142994,0.0109944
462,580,1289,2069,2918,3765,886,974,975,1170,1372,227.657,203.433,184.92,184.647,187.842,-0.0148021,-0.00172159,-0.000528503,0.0152211,0.0122635
463,586,1296,2068,2914,3766,888,975,978,1176,1372,225.283,198.591,186.286,187.858,186.821,-0.0149322,-0.00121619,0.000381784,0.0153968,0.0106481
464,587,1296,2067,2926,3761,888,975,977,1170,1373,224.448,199.8,186.816,178.368,188.597,-0.0152264,-0.00291604,0.000440377,0.0123619,0.013643
465,587,1297,2064,2918,3763,887,975,975,1169,1372,224.59,199.881,188.13,184.354,187.65,-0.0152883,-0.00403361,0.00169714,0.0149509,0.0130106
466,582,1281,2067,2925,3771,886,974,975,1169,1372,226.321,210.389,186.313,179.56,183.822,-0.0152818,-0.000747637,8.21525e-05,0.0128714,0.0106289
467,584,1289,2065,2918,3762,888,976,978,1173,1372,226.992,209.317,188.333,184.62,188.929,-0.0143634,-0.00520799,0.000834871,0.0152937,0.0129694
468,595,1295,2066,2918,3763,889,975,977,1170,1374,218.336,180.304,187.71,184.544,187.945,-0.0168445,0.0179947,0.000584518,0.0150278,0.012947
469,585,1297,2066,2919,3769,888,977,977,1172,1372,226.022,198.455,187.088,184.18,184.206,-0.0145371,-0.00224839,0.00093587,0.0143376,0.00981369
470,585,1289,2066,2918,3765,887,976,975,1171,1371,226.05,180.491,187.182,184.536,186.89,-0.0146567,0.0231661,0.00104902,0.0151458,0.0115079
471,597,1290,2066,2924,3769,888,974,976,1169,1371,216.723,203.01,187.411,180.436,184.01,-0.0171506,-0.000302543,0.000684277,0.0128662,0.0108939
472,574,1302,2065,2925,3759,888,975,976,1169,1373,232.965,196.475,188.019,179.853,189.894,-0.0104352,-0.00462285,0.000900771,0.0125847,0.0136177
473,601,1301,2068,2920,3760,890,976,977,1172,1373,218.785,199.902,187.727,183.205,187.615,-0.0161198,-0.00330498,0.000711424,0.0135098,0.0119614
474,592,1291,2065,2919,3763,888,975,976,1170,1372,220.751,191.905,188.059,184.276,188.078,-0.0157845,0.0105098,0.00124962,0.0141156,0.0125375
475,594,1297,2067,2923,3763,889,973,976,1170,1372,219.399,198.494,186.632,181.66,188.808,-0.0162325,-0.00217703,0.000606732,0.0125347,0.0111321
476,591,1282,2065,2922,3773,888,976,977,1169,1372,221.449,207.27,187.706,181.876,181.031,-0.0158716,0.00347564,0.00118238,0.0134782,0.00932282
477,585,1293,2065,2917,3763,887,975,975,1225,1372,223.871,193.522,187.246,185.77,188.854,-0.0155393,0.00424466,0.000790872,0.0143633,0.0125078
478,588,1290,2063,2917,3766,888,974,976,1170,1373,221.273,199.065,188.907,186.523,186.591,-0.0156202,0.0014056,0.00114384,0.0144266,0.0122319
479,590,1289,2063,2927,3764,888,975,975,1170,1371,222.377,199.579,189.427,177.807,186.885,-0.0155879,0.00431453,0.00162682,0.011761,0.0123957
480,589,1296,2068,2926,3763,888,975,976,1170,1372,223.002,200.227,186.094,179.331,188.144,-0.0151808,-0.00300916,2.15886e-05,0.0116376,0.0120383
481,575,1296,2063,2918,3761,887,976,977,1176,1372,232.635,201.27,189.367,185.287,189.424,-0.0106003,-0.00340481,0.00173222,0.0144037,0.0127858
482,587,1294,2062,2918,3765,887,974,975,1169,1372,224.992,201.314,189.932,184.579,186.649,-0.0153142,-0.00227587,0.00220038,0.0148152,0.0114226
483,596,1297,2065,2919,3763,889,975,976,1171,1373,217.026,192.386,188.156,184.304,188.028,-0.016241,0.00450789,0.000930809,0.014402,0.012154
484,596,1291,2066,2928,3763,888,975,976,1170,1372,217.721,197.459,187.472,177.466,188.269,-0.0169258,0.00484965,0.000533586,0.011593,0.011727
485,589,1293,2067,2929,3766,888,975,977,1170,1372,223.007,192.961,186.916,176.451,186.197,-0.015054,0.00726727,0.000231298,0.011484,0.0107072
486,591,1297,2067,2921,3771,888,975,976,1171,1372,221.768,198.895,186.617,182.804,182.203,-0.0156872,-0.00245415,0.000426561,0.0136352,0.00969281
487,598,1289,2066,2925,3762,889,976,977,1170,1373,216.18,202.929,187.31,179.309,188.604,-0.0173471,0.00120253,0.000606902,0.0125455,0.0116228
488,594,1296,2067,2918,3763,888,975,975,1170,1372,216.863,200.324,186.054,184.732,189.158,-0.0171866,-0.00464577,0.00035912,0.0151622,0.0121144
489,587,1295,2067,2918,3762,887,974,977,1170,1372,224.591,201.536,186.747,184.832,188.367,-0.0151147,-0.00292824,0.000145063,0.0144305,0.0126525
490,595,1296,2067,2920,3763,888,975,975,1174,1371,217.765,199.335,186.771,183.681,188.358,-0.016465,-0.00193928,0.000238477,0.0135585,0.0115027
491,595,1302,2065,2927,3759,889,976,977,1169,1373,218.062,197.361,187.969,178.682,190.311,-0.016302,-0.00550152,0.00097186,0.010972,0.0134178
492,596,1299,2067,2917,3763,889,977,977,1212,1372,220.483,200.697,187.678,185.35,186.843,-0.0155716,-0.00345055,0.0006871,0.014808,0.011461
493,597,1290,2066,2927,3765,889,976,977,1170,1372,216.938,198.807,187.523,178.874,186.959,-0.0171659,0.00459684,0.000519961,0.0104135,0.0109276
494,597,1297,2070,2916,3769,889,975,977,1209,1373,216.255,199.607,184.847,186.073,184.151,-0.0168186,-0.00326557,-0.00055094,0.0154346,0.00955251
495,590,1297,2073,2917,3763,887,976,974,1171,1372,222.021,199.281,182.254,185.678,188.175,-0.0154426,-0.00322594,-0.00016492,0.0150806,0.0118229
496,585,1302,2066,2926,3763,887,976,976,1169,1372,225.884,197.114,187.243,178.522,187.486,-0.0147001,-0.00556239,0.000533745,0.0122591,0.0121103
497,581,1291,2066,2920,3763,889,976,978,1171,1371,231.213,202.457,188.475,182.581,186.96,-0.01163,0.00255719,0.000487466,0.0142287,0.0111037
498,581,1298,2067,2917,3758,888,976,976,1170,1373,229.499,198.088,187.157,185.388,189.847,-0.0137093,-0.00208806,0.000369145,0.0150878,0.0145096
499,592,1282,2065,2926,3767,888,975,977,1169,1371,221.129,203.345,188.118,178.749,185.841,-0.0160154,0.00802359,0.000981538,0.0123355,0.0100012
500,600,1302,2069,2922,3759,890,976,977,1170,1372,218.788,200.884,186.821,181.378,188.613,-0.0155312,-0.00497035,0.000235876,0.0124046,0.0114018
501,591,1302,2068,2917,3761,889,977,976,1170,1372,226.258,197.309,187.381,184.46,186.971,-0.013909,-0.00136339,0.000480545,0.0146982,0.011224
502,588,1293,2067,2926,3765,888,974,975,1170,1372,223.883,202.068,186.863,178.505,186.697,-0.0149447,-0.00162044,0.000466837,0.0125511,0.0106684
503,595,1289,2073,2921,3762,888,974,977,1169,1373,218.096,199.241,182.51,181.982,187.885,-0.0167302,0.00468877,-0.00136831,0.0139317,0.012548
504,597,1293,2065,2916,3766,888,976,976,1207,1372,216.804,203.075,188.523,186.338,186.424,-0.0173496,-0.00342118,0.00040358,0.0147989,0.00999405
505,596,1297,2064,2925,3761,888,976,976,1170,1373,217.216,201.239,188.851,179.637,188.67,-0.0168546,-0.00536315,0.000679687,0.0115916,0.0132178
506,598,1302,2067,2923,3761,889,976,975,1169,1372,216.033,196.593,186.619,180.607,188.791,-0.017632,-0.00515972,0.000358033,0.0134107,0.0133689
507,590,1295,2067,2917,3763,888,974,976,1171,1372,222.192,201.174,186.636,185.073,188.746,-0.0156254,-0.00321126,0.000838697,0.0150249,0.0109802
508,590,1297,2067,2916,3766,888,977,977,1179,1372,222.317,196.8,186.487,185.818,185.81,-0.0157329,-0.000387713,0.000322062,0.0157272,0.0114091
509,588,1297,2066,2927,3761,888,976,977,1170,1372,224.242,198.69,187.288,178.235,188.753,-0.0154426,-0.00216127,0.000811233,0.0109911,0.0130686
510,600,1298,2066,2926,3765,889,976,975,1169,1372,215.299,200.131,187.827,178.722,186.647,-0.0182315,-0.00412622,0.000376548,0.0118548,0.0110135
511,597,1297,2067,2927,3765,888,976,975,1168,1372,216.619,200.771,187.148,178.12,186.588,-0.0168379,-0.00399927,2.64356e-05,0.0118397,0.0112651
512,575,1290,2063,2921,3761,888,977,977,1171,1373,232.366,197.405,189.51,182.249,188.965,-0.0106763,0.00587494,0.00145917,0.0139202,0.0129405
513,594,1295,2067,2918,3761,888,974,977,1171,1372,218.658,199.488,186.533,184.255,189.086,-0.0162906,-0.00133292,0.000348298,0.0150043,0.0124587
514,579,1302,2063,2918,3763,887,977,976,1170,1372,230.226,196.289,189.542,184.694,188.289,-0.0129088,-0.00479357,0.00167877,0.0146253,0.0116317
515,567,1302,2066,2916,3762,888,976,976,1190,1373,236.325,197.777,187.774,186.4,188.304,-0.0065963,-0.00593555,0.000149282,0.0152692,0.0124984
516,581,1296,2066,2916,3761,888,976,977,1172,1373,228.579,201.119,187.081,186.042,188.717,-0.0130748,-0.00347014,0.000933593,0.0150731,0.0128251
517,586,1289,2070,2926,3764,888,975,975,1169,1372,225.685,203.156,184.566,178.043,187.269,-0.0149404,0.00133398,-6.76597e-05,0.012372,0.0113061
518,587,1302,2067,2927,3771,888,977,976,1169,1372,225.138,196.425,186.808,178.182,182.537,-0.0153072,-0.0042536,0.00031186,0.0121777,0.0092297
519,583,1296,2065,2917,3758,887,975,976,1172,1373,227.823,200.909,188.326,184.909,189.747,-0.0139977,-0.00341049,0.000602208,0.0153596,0.0144959
520,585,1283,2065,2915,3764,886,975,975,1218,1372,226.674,204.961,188.148,186.956,187.121,-0.0151381,0.00522901,0.00100873,0.0153242,0.0116731
521,585,1297,2065,2916,3762,887,975,976,1191,1373,226.235,202.643,188.104,186.324,188.779,-0.0147979,-0.00638494,0.000812971,0.0148871,0.0120356
522,584,1297,2066,2916,3761,887,977,976,1227,1372,227.001,200.708,187.804,185.929,188.75,-0.0146785,-0.00365346,6.47003e-05,0.0150866,0.0130501
523,587,1297,2066,2918,3763,888,976,975,1173,1372,224.851,198.069,187.677,184.572,187.594,-0.0151164,-0.00119555,0.000564953,0.0145515,0.0123139
524,598,1292,2073,2918,3764,888,975,976,1170,1372,218.628,211.534,183.157,184.296,185.917,-0.0163732,-0.00835616,-0.000504837,0.0143303,0.0108359
525,593,1288,2064,2917,3764,888,976,975,1172,1373,218.099,186.319,188.331,185.373,188.087,-0.017158,0.0169263,0.000455221,0.0150207,0.0122172
526,579,1296,2066,2915,3764,887,975,975,1180,1372,230.189,196.263,187.772,187.391,187.519,-0.0130198,0.00181158,0.000283783,0.0147264,0.0116611
527,592,1289,2065,2914,3759,888,975,976,1177,1373,220.882,193.685,188.069,188.182,189.726,-0.0157741,0.0106427,0.00110837,0.0146302,0.0137797
528,591,1288,2067,2926,3764,887,974,975,1169,1373,219.236,202.323,185.946,178.848,188.383,-0.0167044,0.000646675,0.000243771,0.0122936,0.0115813
529,585,1302,2066,2926,3762,887,977,976,1170,1373,226.166,197.213,187.53,178.193,188.262,-0.0148611,-0.00521085,0.000416307,0.0132122,0.0123241
530,579,1293,2067,2927,3759,887,974,976,1170,1373,230.236,197.963,186.725,178.04,189.575,-0.0129569,0.00217961,0.000807037,0.011939,0.014107
531,587,1293,2068,2915,3757,887,975,975,1239,1373,224.564,189.72,186.018,187.341,190.667,-0.0152684,0.0107916,0.000134812,0.0149306,0.014516
532,598,1302,2066,2927,3764,888,976,975,1169,1372,216.479,196.988,187.537,178.694,187.385,-0.017784,-0.00491232,0.00130925,0.0113941,0.0120775
533,589,1302,2065,2926,3766,889,975,975,1169,1373,223.12,197.44,188.375,178.939,185.603,-0.0155869,-0.00560483,0.00070234,0.0125213,0.0115005
534,597,1298,2071,2926,3761,888,975,975,1170,1373,216.768,197.707,184.014,178.914,189.264,-0.0174912,-0.00185363,-0.000928936,0.0119793,0.0123629
535,596,1281,2064,2917,3761,888,976,976,1172,1372,217.66,206.867,188.583,185.314,189.321,-0.0173653,0.00555437,0.00120428,0.015115,0.0123774
536,588,1305,2067,2917,3762,888,977,976,1171,1372,226.265,196.566,187.25,184.973,187.436,-0.0143481,-0.00544204,0.000778084,0.0147809,0.0112603
537,593,1293,2067,2926,3764,888,976,975,1169,1372,219.807,188.223,186.621,178.694,187.483,-0.0159875,0.0117195,0.000449286,0.0128831,0.0110918
538,597,1300,2067,2917,3763,889,976,976,1171,1372,219.7,200.546,187.475,185.119,187.086,-0.016353,-0.00447928,0.000793519,0.0146754,0.0108837
539,595,1289,2067,2929,3765,889,975,975,1168,1372,218.066,198.538,186.764,176.587,186.923,-0.0166313,0.00550511,0.000413676,0.0115574,0.0106886
540,592,1296,2063,2925,3765,888,976,976,1170,1372,220.841,201.276,189.672,179.704,186.668,-0.0159291,-0.00367666,0.00149553,0.0120187,0.0111417
541,589,1293,2066,2916,3759,888,974,979,1170,1374,226.05,192.401,188.421,186.01,189.079,-0.0147452,0.0103239,0.000549391,0.0150663,0.0128062
542,585,1284,2064,2917,3763,889,976,977,1172,1372,228.257,205.257,189.962,185.309,186.493,-0.0136129,0.00611076,0.000973884,0.0149082,0.0115417
543,597,1300,2066,2920,3761,890,977,978,1171,1372,221.387,201.044,188.843,182.662,187.252,-0.0154662,-0.00370339,0.00105448,0.0140259,0.0113033
544,585,1300,2066,2925,3761,888,978,977,1171,1373,228.817,199.092,188.307,179.856,188.297,-0.0135978,-0.00308207,0.000961542,0.0116424,0.0117112
545,585,1297,2066,2919,3764,888,975,977,1170,1372,227.518,200.432,187.968,184.063,186.401,-0.0141045,-0.00223332,0.000867441,0.0138861,0.0114502
546,576,1298,2070,2916,3762,889,977,976,1186,1372,233.841,200.36,185.61,186.057,188.117,-0.00987534,-0.00283941,-9.55004e-05,0.0152776,0.0111951
547,590,1304,2067,2924,3762,888,977,976,1170,1373,225.153,197.668,187.521,179.862,187.824,-0.0148812,-0.00528518,0.000614008,0.0124635,0.0108877
548,598,1287,2067,2918,3761,889,976,977,1172,1372,218.072,201.993,187.428,184.786,187.524,-0.0160604,0.0064667,0.000636394,0.0135711,0.012126
549,590,1299,2065,2921,3761,888,976,977,1170,1372,224.8,196.48,189.107,182.547,188.821,-0.0141529,0.000669011,0.0011549,0.0129802,0.011338
550,569,1281,2068,2917,3762,889,974,976,1170,1373,235.951,203.789,186.477,185.982,188.067,-0.00780402,0.00924405,0.000293852,0.0145998,0.0130789
551,587,1298,2063,2926,3759,888,976,976,1169,1372,225.893,201.032,189.849,178.759,189.054,-0.0142804,-0.00424937,0.00133138,0.0118879,0.0135996
552,596,1297,2067,2915,3763,888,975,976,1190,1372,217.3,198.566,186.709,187.31,187.649,-0.016591,-0.00177044,0.000478169,0.0147211,0.0121067
553,586,1297,2064,2927,3762,887,976,977,1169,1373,225.63,199.724,188.863,178.289,188.38,-0.0148621,-0.00280869,0.000995,0.0118977,0.0125891
554,583,1297,2065,2925,3765,887,975,975,1169,1372,227.689,200.057,188.118,179.641,186.728,-0.0143689,-0.00347462,0.000602999,0.0116657,0.010806
555,590,1297,2066,2926,3762,888,975,976,1169,1372,222.104,195.486,187.283,179.534,188.269,-0.015454,0.00105469,0.000556423,0.0106232,0.0127093
556,590,1296,2065,2918,3758,887,974,975,1170,1374,222.594,195.215,187.882,184.68,190.693,-0.0158533,0.00234062,0.00112018,0.0141928,0.0136829
557,590,1302,2067,2923,3771,888,976,976,1169,1372,221.824,197.056,186.617,181.427,181.979,-0.0154237,-0.00539998,0.000222862,0.012105,0.00956595
558,589,1291,2065,2918,3759,888,975,976,1173,1374,221.188,203.754,187.686,184.808,190.467,-0.0161167,-0.00293052,0.000330277,0.014861,0.0142083
559,590,1289,2067,2926,3758,888,975,976,1169,1374,222.039,203.516,186.816,178.817,190.407,-0.0156017,0.00114976,-4.24399e-05,0.0117019,0.013755
560,589,1294,2065,2919,3765,889,974,977,1170,1373,223.186,201.377,188.0,183.997,186.61,-0.0154942,-0.00240379,0.000821872,0.0140887,0.0113321
561,596,1297,2065,2926,3759,888,975,975,1169,1373,216.793,200.117,188.14,178.59,189.808,-0.0163969,-0.00334574,0.000925497,0.0129682,0.0137671
